node_id,degree,ego_networks_count,ego_networks,circles_count,circles
1756,16,1,107,0,
1742,79,1,107,0,
1649,35,1,107,0,
1049,82,1,107,1,107_circle6
1534,33,2,"107,1684",2,"107_circle6,1684_circle8"
1452,34,1,107,1,107_circle8
1411,10,1,107,1,107_circle6
1470,71,1,107,1,107_circle6
1591,95,1,107,1,107_circle5
1550,38,1,107,0,
1639,78,1,107,1,107_circle6
1598,136,1,107,0,
1201,58,1,107,1,107_circle6
1225,30,1,107,0,
1830,16,1,107,0,
1525,57,1,107,0,
538,87,2,"107,348",3,"348_circle11,348_circle1,348_circle2"
1453,28,1,107,0,
1889,15,1,107,0,
1499,12,1,107,0,
1293,48,1,107,1,107_circle6
1006,142,1,107,1,107_circle6
1056,65,1,107,1,107_circle6
1865,8,1,107,1,107_circle6
1303,48,1,107,0,
1128,98,1,107,1,107_circle6
1001,39,1,107,1,107_circle7
1514,35,1,107,0,
1413,60,1,107,1,107_circle5
1523,69,1,107,1,107_circle6
1729,80,1,107,0,
1451,31,1,107,0,
1103,8,1,107,0,
1653,74,1,107,1,107_circle6
1118,35,1,107,1,107_circle8
983,62,1,107,1,107_circle6
1275,57,1,107,0,
1482,49,1,107,0,
917,130,1,107,0,
1785,30,1,107,0,
941,54,1,107,0,
1009,57,1,107,0,
1807,51,1,107,1,107_circle2
1221,71,1,107,0,
1237,60,1,107,1,107_circle3
1647,50,1,107,0,
1051,46,1,107,0,
1699,42,1,107,1,107_circle2
1660,24,1,107,0,
1541,33,1,107,0,
936,37,1,107,0,
1320,64,1,107,1,107_circle3
1365,42,1,107,1,107_circle6
967,107,1,107,1,107_circle6
1544,15,1,107,1,107_circle6
1441,16,1,107,1,107_circle6
1351,67,1,107,1,107_circle6
1155,45,1,107,1,107_circle3
1315,44,1,107,0,
1553,37,1,107,1,107_circle6
994,27,1,107,0,
1398,44,1,107,1,107_circle6
1851,42,1,107,1,107_circle6
1494,26,1,107,1,107_circle6
1061,10,1,107,0,
428,115,4,"107,348,414,1912",9,"414_circle1,414_circle2,107_circle3,348_circle11,1912_circle10,348_circle1,1912_circle30,348_circle4,1912_circle21"
1229,47,1,107,0,
1702,45,1,107,1,107_circle6
1465,108,2,"107,1912",4,"1912_circle15,1912_circle10,1912_circle35,1912_circle38"
1812,44,1,107,0,
348,226,3,"107,348,414",4,"414_circle1,414_circle2,107_circle3,414_circle0"
1736,156,1,107,1,107_circle6
1394,2,1,107,0,
1240,7,1,107,0,
1644,69,1,107,1,107_circle6
1022,4,1,107,0,
1178,13,1,107,1,107_circle6
1751,50,1,107,0,
1810,102,1,107,0,
1461,8,1,107,0,
1369,53,1,107,1,107_circle6
1434,15,1,107,0,
1564,16,1,107,1,107_circle6
1659,82,1,107,1,107_circle6
1000,16,1,107,0,
1474,4,1,107,0,
1723,49,1,107,1,107_circle6
981,47,1,107,0,
933,25,1,107,0,
1318,41,1,107,0,
1773,23,1,107,0,
1032,79,1,107,0,
1512,34,1,107,0,
920,13,1,107,1,107_circle6
1635,34,1,107,1,107_circle5
1521,6,1,107,1,107_circle6
903,34,1,107,1,107_circle8
995,66,1,107,0,
1239,9,1,107,0,
1258,42,1,107,0,
1457,62,1,107,0,
1226,35,1,107,0,
1125,117,1,107,0,
1130,66,1,107,0,
1909,41,1,107,0,
1545,43,1,107,0,
1878,35,1,107,0,
1052,63,1,107,1,107_circle2
1136,33,1,107,0,
1464,26,1,107,0,
1850,29,1,107,0,
1781,26,1,107,0,
1580,83,1,107,1,107_circle6
913,44,1,107,1,107_circle2
1567,33,1,107,0,
1121,24,1,107,0,
1885,28,1,107,1,107_circle7
1867,123,1,107,1,107_circle6
1154,9,1,107,0,
651,73,2,"107,414",2,"414_circle1,107_circle3"
972,21,1,107,0,
1388,84,1,107,0,
1811,63,1,107,1,107_circle6
1650,21,1,107,0,
1818,30,1,107,1,107_circle7
1656,34,2,"107,1684",1,1684_circle8
1852,22,1,107,1,107_circle6
1585,20,1,107,1,107_circle6
1822,12,1,107,0,
1286,23,1,107,0,
1392,37,1,107,0,
1358,77,1,107,0,
1475,72,1,107,0,
1280,76,1,107,0,
1321,25,1,107,1,107_circle6
1283,32,1,107,1,107_circle6
1861,99,1,107,1,107_circle6
1772,61,1,107,0,
1255,124,1,107,0,
1278,36,1,107,1,107_circle6
1578,36,1,107,0,
1316,32,1,107,0,
919,29,1,107,0,
1179,45,1,107,1,107_circle3
1141,18,1,107,0,
1401,12,1,107,0,
1561,25,1,107,1,107_circle6
1891,71,1,107,1,107_circle5
1696,12,1,107,0,
1062,22,1,107,1,107_circle7
1480,93,1,107,1,107_circle6
1309,43,1,107,0,
1409,106,1,107,0,
1015,36,1,107,1,107_circle5
984,42,1,107,0,
1863,49,1,107,1,107_circle6
1077,15,1,107,1,107_circle6
1803,25,1,107,1,107_circle6
1507,37,1,107,0,
1592,25,1,107,0,
1327,49,1,107,1,107_circle6
1556,25,1,107,0,
1847,26,1,107,0,
977,26,1,107,0,
1306,26,1,107,0,
1421,24,1,107,2,"107_circle6,107_circle1"
1700,17,1,107,1,107_circle6
1825,29,1,107,0,
1110,70,1,107,1,107_circle6
1624,35,1,107,0,
1463,10,1,107,0,
1405,50,2,"107,1684",2,"1684_circle0,107_circle6"
931,15,1,107,0,
1763,32,1,107,0,
1281,41,1,107,0,
1894,63,1,107,0,
1182,66,1,107,1,107_circle6
1188,32,1,107,0,
1673,40,1,107,0,
1012,32,1,107,1,107_circle7
606,91,2,"107,414",2,"414_circle1,107_circle3"
1140,9,1,107,1,107_circle6
1450,23,2,"107,1684",2,"107_circle6,1684_circle8"
1728,32,1,107,0,
1234,15,1,107,0,
1373,73,1,107,0,
1454,52,1,107,0,
1906,22,1,107,0,
1577,170,2,"107,1912",2,"1912_circle35,1912_circle38"
1774,40,1,107,1,107_circle6
922,30,1,107,2,"107_circle6,107_circle7"
1778,38,1,107,0,
1171,24,2,"107,1684",1,1684_circle15
956,10,1,107,0,
1308,20,1,107,0,
1725,51,1,107,0,
1196,26,1,107,0,
1666,36,2,"107,1684",2,"107_circle6,1684_circle8"
1780,20,1,107,1,107_circle7
1633,23,1,107,0,
1429,38,1,107,1,107_circle2
1165,26,1,107,1,107_circle6
1860,17,1,107,0,
1104,109,1,107,0,
1035,26,1,107,1,107_circle2
1161,19,1,107,1,107_circle6
1217,47,1,107,0,
1640,8,1,107,0,
601,25,2,"107,414",2,"414_circle1,414_circle6"
973,18,1,107,0,
1873,41,1,107,0,
580,84,2,"107,414",1,414_circle1
1748,13,1,107,0,
1019,58,1,107,0,
1371,37,1,107,1,107_circle8
1646,18,1,107,0,
1908,10,1,107,0,
1806,32,1,107,0,
1046,3,1,107,0,
1586,3,1,107,0,
976,24,1,107,1,107_circle3
1595,39,1,107,0,
1892,12,1,107,0,
1875,28,1,107,1,107_circle5
1325,18,1,107,0,
928,9,1,107,0,
1672,25,1,107,0,
1030,11,1,107,1,107_circle0
1828,56,1,107,1,107_circle5
1357,31,1,107,0,
1533,35,1,107,1,107_circle8
1674,25,1,107,0,
1758,27,2,"107,1684",2,"107_circle6,1684_circle8"
363,96,3,"107,348,414",5,"414_circle1,107_circle3,348_circle11,348_circle13,348_circle1"
1311,24,1,107,0,
1259,47,1,107,0,
1745,19,1,107,1,107_circle2
1299,31,1,107,0,
1790,38,1,107,0,
1817,15,1,107,1,107_circle6
1148,65,1,107,0,
1776,5,1,107,0,
1808,14,1,107,1,107_circle5
910,5,1,107,1,107_circle8
1093,9,1,107,0,
1440,28,1,107,0,
1407,37,1,107,0,
1681,25,1,107,0,
1091,20,1,107,0,
1704,25,1,107,0,
971,34,1,107,1,107_circle5
1050,11,1,107,1,107_circle6
1203,8,1,107,0,
948,38,1,107,0,
1862,54,1,107,0,
1526,22,1,107,0,
1779,22,1,107,1,107_circle6
912,9,1,107,1,107_circle7
1684,786,2,"107,1684",3,"107_circle6,107_circle3,107_circle1"
1568,29,1,107,1,107_circle8
1106,27,1,107,0,
1127,21,1,107,0,
1090,13,1,107,0,
1732,48,1,107,0,
1174,18,1,107,2,"107_circle6,107_circle1"
1678,18,1,107,1,107_circle6
1874,13,1,107,0,
1602,12,1,107,0,
1887,11,1,107,0,
1667,27,1,107,0,
1069,21,1,107,1,107_circle6
1546,3,1,107,0,
1197,15,1,107,2,"107_circle0,107_circle6"
1223,22,1,107,1,107_circle3
1626,37,1,107,1,107_circle6
970,15,1,107,0,
1775,8,1,107,0,
1082,57,1,107,0,
1458,33,1,107,1,107_circle6
1152,17,1,107,0,
1058,7,1,107,1,107_circle6
1552,7,1,107,0,
1481,17,1,107,0,
517,104,2,"107,348",4,"348_circle0,107_circle3,348_circle1,348_circle11"
420,34,2,"107,348",5,"348_circle12,107_circle3,348_circle11,348_circle1,348_circle8"
1397,16,1,107,0,
998,9,1,107,0,
376,133,3,"107,348,414",7,"414_circle1,348_circle11,348_circle0,348_circle13,348_circle1,414_circle0,348_circle8"
1268,11,1,107,0,
1254,6,1,107,1,107_circle0
1252,3,1,107,1,107_circle0
1301,6,1,107,2,"107_circle6,107_circle7"
961,13,1,107,1,107_circle6
900,13,1,107,0,
1183,34,1,107,1,107_circle2
1216,36,1,107,1,107_circle8
1364,12,1,107,0,
1195,49,1,107,1,107_circle6
1068,49,1,107,1,107_circle6
940,17,1,107,0,
1170,36,1,107,0,
964,26,1,107,0,
1664,6,1,107,1,107_circle4
1477,9,1,107,1,107_circle6
1631,9,1,107,0,
1025,29,1,107,1,107_circle3
1023,9,1,107,0,
1073,10,1,107,1,107_circle6
1670,11,1,107,0,
1403,9,1,107,1,107_circle4
1089,14,1,107,1,107_circle6
1869,15,1,107,0,
1883,18,1,107,1,107_circle6
1137,29,1,107,1,107_circle8
1698,19,1,107,1,107_circle6
1007,16,1,107,0,
1274,25,1,107,0,
1265,31,1,107,1,107_circle6
1654,7,1,107,0,
1762,4,1,107,0,
1038,5,1,107,1,107_circle7
1419,24,2,"107,1684",1,1684_circle8
1787,38,1,107,1,107_circle8
1562,10,1,107,1,107_circle7
1045,12,1,107,1,107_circle0
1212,26,1,107,0,
1343,37,1,107,0,
1897,36,1,107,1,107_circle7
1168,6,1,107,0,
989,35,1,107,0,
1490,9,1,107,0,
1241,20,1,107,0,
1858,29,1,107,0,
1905,11,1,107,0,
974,11,1,107,0,
1829,16,1,107,0,
1143,14,1,107,1,107_circle5
1220,9,1,107,0,
1244,12,1,107,0,
1476,5,1,107,0,
1088,14,1,107,1,107_circle6
1247,24,1,107,0,
1422,14,1,107,1,107_circle6
1138,14,1,107,1,107_circle4
1708,10,1,107,1,107_circle6
1501,18,1,107,0,
1856,4,1,107,0,
1363,21,1,107,1,107_circle8
1276,2,1,107,0,
1657,5,1,107,1,107_circle7
965,16,1,107,0,
1904,30,1,107,0,
1169,19,1,107,0,
1111,9,1,107,1,107_circle0
1555,35,1,107,2,"107_circle6,107_circle1"
1218,11,1,107,0,
1245,40,1,107,0,
1840,10,1,107,0,
1193,9,1,107,1,107_circle6
1679,27,1,107,1,107_circle3
1349,42,1,107,0,
1658,19,1,107,1,107_circle7
1368,10,1,107,1,107_circle0
979,10,1,107,1,107_circle4
1853,12,1,107,0,
1116,29,1,107,1,107_circle6
986,11,1,107,0,
389,48,2,"107,348",3,"348_circle1,348_circle5,107_circle1"
1037,37,1,107,0,
1527,12,1,107,0,
1263,6,1,107,1,107_circle2
1164,27,1,107,0,
1747,22,1,107,1,107_circle8
1013,12,1,107,1,107_circle1
1300,31,1,107,0,
935,7,1,107,0,
1151,6,1,107,1,107_circle6
1443,9,1,107,0,
1384,12,1,107,2,"107_circle0,107_circle6"
1788,10,1,107,0,
1031,4,1,107,2,"107_circle6,107_circle1"
1517,36,1,107,1,107_circle6
414,150,3,"107,348,414",5,"107_circle6,348_circle11,348_circle0,348_circle1,348_circle8"
1087,7,1,107,2,"107_circle6,107_circle1"
990,29,2,"107,1684",2,"107_circle6,1684_circle8"
1249,15,1,107,0,
1008,8,1,107,1,107_circle6
1162,8,1,107,0,
943,12,1,107,0,
1313,34,1,107,0,
1095,24,1,107,0,
909,12,1,107,0,
1575,20,1,107,0,
1848,36,1,107,1,107_circle5
1208,3,1,107,0,
1105,4,1,107,0,
1053,8,1,107,1,107_circle4
1417,5,1,107,0,
1910,31,1,107,0,
907,13,1,107,0,
962,27,1,107,0,
937,7,1,107,0,
1264,5,1,107,0,
985,7,1,107,0,
1372,7,1,107,0,
1084,15,1,107,1,107_circle6
1385,15,1,107,1,107_circle1
1607,5,1,107,1,107_circle4
1855,6,1,107,0,
1016,9,1,107,1,107_circle4
1641,14,1,107,1,107_circle6
1896,9,1,107,1,107_circle4
1784,17,1,107,1,107_circle8
1797,5,1,107,0,
1253,3,1,107,0,
1071,3,1,107,0,
1455,5,1,107,0,
1739,14,1,107,0,
1642,28,2,"107,1684",2,"107_circle6,1684_circle8"
950,10,1,107,2,"107_circle6,107_circle1"
1854,2,1,107,0,
1063,22,1,107,0,
1002,4,1,107,0,
1055,14,1,107,1,107_circle6
1759,6,1,107,0,
1701,7,1,107,1,107_circle6
1749,13,1,107,0,
1233,2,1,107,0,
1594,16,1,107,1,107_circle6
1150,14,1,107,0,
1726,21,2,"107,1684",3,"107_circle6,1684_circle7,1684_circle8"
1711,5,1,107,0,
1755,2,1,107,0,
1651,4,1,107,0,
1713,4,1,107,0,
1354,5,1,107,0,
969,32,1,107,0,
1792,6,1,107,1,107_circle6
1486,5,1,107,0,
1387,9,1,107,1,107_circle3
1697,8,1,107,1,107_circle6
1362,3,1,107,0,
1065,2,1,107,0,
1498,6,1,107,0,
1890,6,1,107,0,
1157,5,1,107,0,
1506,8,1,107,0,
1814,10,1,107,1,107_circle7
1133,6,1,107,1,107_circle7
987,6,1,107,1,107_circle2
1295,5,1,107,0,
899,3,1,107,1,107_circle7
1442,5,1,107,1,107_circle7
649,5,2,"107,414",1,414_circle2
1731,8,1,107,0,
1034,3,1,107,1,107_circle6
1297,6,1,107,0,
945,4,1,107,0,
1266,13,1,107,0,
1510,4,1,107,0,
1094,11,1,107,0,
1057,5,1,107,1,107_circle4
1326,2,1,107,0,
1838,6,1,107,1,107_circle6
1176,2,1,107,0,
1395,2,1,107,1,107_circle7
1194,4,1,107,0,
1693,3,1,107,0,
1147,5,1,107,0,
1353,3,1,107,0,
1346,5,1,107,0,
1627,3,1,107,0,
1027,3,1,107,0,
1248,8,1,107,0,
904,3,1,107,0,
1224,2,1,107,0,
1270,2,1,107,0,
1383,4,1,107,0,
1690,2,1,107,1,107_circle2
1262,2,1,107,1,107_circle7
1558,2,1,107,1,107_circle6
1430,2,1,107,0,
436,60,2,"348,414",5,"414_circle1,348_circle11,348_circle1,414_circle0,348_circle8"
450,22,1,348,4,"348_circle0,348_circle13,348_circle11,348_circle1"
531,40,1,348,3,"348_circle13,348_circle8,348_circle1"
404,51,1,348,3,"348_circle11,348_circle1,348_circle2"
565,20,1,348,3,"348_circle13,348_circle11,348_circle1"
412,99,2,"348,414",5,"414_circle1,348_circle11,348_circle13,348_circle1,348_circle8"
471,31,1,348,4,"348_circle8,348_circle7,348_circle1,348_circle11"
461,53,2,"348,414",6,"414_circle1,348_circle11,348_circle0,348_circle1,414_circle0,348_circle8"
544,67,2,"348,414",5,"414_circle1,348_circle11,348_circle13,348_circle1,348_circle8"
465,78,2,"348,414",4,"414_circle1,348_circle12,348_circle11,348_circle1"
546,30,1,348,2,"348_circle13,348_circle1"
547,32,1,348,2,"348_circle13,348_circle1"
446,18,1,348,3,"348_circle8,348_circle11,348_circle1"
536,22,1,348,3,"348_circle11,348_circle1,348_circle2"
398,33,1,348,3,"348_circle11,348_circle1,348_circle2"
367,32,1,348,3,"348_circle13,348_circle8,348_circle1"
452,42,1,348,4,"348_circle0,348_circle13,348_circle11,348_circle1"
560,30,1,348,3,"348_circle9,348_circle11,348_circle1"
493,56,1,348,3,"348_circle11,348_circle1,348_circle2"
361,23,1,348,2,"348_circle13,348_circle1"
359,26,1,348,2,"348_circle13,348_circle1"
402,57,1,348,3,"348_circle13,348_circle11,348_circle1"
520,50,1,348,3,"348_circle8,348_circle11,348_circle1"
567,63,3,"348,414,3437",4,"414_circle1,414_circle2,348_circle11,348_circle1"
542,58,2,"348,414",4,"414_circle1,348_circle9,348_circle11,348_circle1"
510,26,1,348,3,"348_circle13,348_circle7,348_circle1"
521,15,1,348,3,"348_circle13,348_circle11,348_circle1"
559,83,2,"348,414",3,"414_circle1,348_circle11,348_circle1"
557,37,1,348,2,"348_circle13,348_circle1"
555,38,1,348,2,"348_circle13,348_circle1"
500,83,2,"348,414",6,"414_circle1,348_circle11,348_circle0,348_circle13,414_circle4,348_circle1"
469,22,1,348,2,"348_circle1,348_circle5"
516,20,1,348,2,"348_circle1,348_circle5"
378,62,2,"348,414",5,"414_circle1,348_circle7,348_circle11,348_circle1,348_circle8"
482,34,1,348,3,"348_circle13,348_circle11,348_circle1"
418,23,1,348,2,"348_circle13,348_circle1"
506,72,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
514,64,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
545,46,1,348,4,"348_circle13,348_circle8,348_circle11,348_circle1"
525,69,1,348,5,"348_circle11,348_circle0,348_circle1,348_circle2,348_circle8"
492,65,2,"348,414",4,"414_circle1,348_circle8,348_circle11,348_circle1"
479,37,1,348,3,"348_circle11,348_circle1,348_circle2"
373,94,2,"348,414",5,"414_circle1,348_circle11,348_circle0,348_circle1,414_circle0"
549,7,1,348,2,"348_circle11,348_circle4"
460,66,1,348,4,"348_circle13,348_circle9,348_circle11,348_circle1"
395,77,2,"348,414",4,"414_circle1,348_circle11,348_circle1,348_circle2"
370,71,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
396,27,1,348,2,"348_circle13,348_circle1"
416,21,1,348,3,"348_circle12,348_circle11,348_circle1"
368,34,1,348,3,"348_circle11,348_circle1,348_circle2"
503,58,1,348,3,"348_circle11,348_circle1,348_circle2"
423,57,2,"348,414",3,"414_circle1,348_circle11,348_circle1"
457,20,1,348,2,"348_circle1,348_circle5"
477,12,1,348,2,"348_circle1,348_circle5"
524,64,2,"348,414",5,"414_circle1,348_circle11,348_circle0,348_circle1,414_circle0"
364,9,1,348,1,348_circle6
441,8,1,348,1,348_circle6
400,73,2,"348,414",4,"348_circle0,348_circle11,348_circle1,414_circle1"
548,32,1,348,3,"348_circle13,348_circle8,348_circle1"
515,61,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
434,33,2,"348,414",4,"414_circle1,348_circle3,348_circle11,348_circle1"
496,40,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
382,12,1,348,2,"348_circle13,348_circle1"
474,20,1,348,3,"348_circle13,348_circle8,348_circle1"
451,25,1,348,3,"348_circle12,348_circle11,348_circle1"
409,34,1,348,3,"348_circle11,348_circle1,348_circle2"
371,5,1,348,3,"348_circle9,348_circle11,348_circle1"
432,55,1,348,4,"348_circle13,348_circle12,348_circle11,348_circle1"
448,3,1,348,3,"348_circle9,348_circle11,348_circle1"
508,16,1,348,3,"348_circle3,348_circle11,348_circle1"
440,14,1,348,2,"348_circle1,348_circle2"
444,47,1,348,3,"348_circle13,348_circle11,348_circle1"
523,43,1,348,4,"348_circle13,348_circle8,348_circle11,348_circle1"
561,81,2,"348,414",6,"414_circle1,348_circle11,348_circle7,348_circle1,348_circle2,348_circle8"
365,6,1,348,1,348_circle11
507,65,1,348,3,"348_circle13,348_circle11,348_circle1"
397,47,1,348,4,"348_circle13,348_circle8,348_circle1,348_circle5"
439,43,1,348,3,"348_circle8,348_circle11,348_circle1"
497,83,1,348,3,"348_circle13,348_circle11,348_circle1"
513,89,2,"348,414",5,"414_circle1,348_circle7,348_circle11,348_circle0,348_circle1"
387,36,1,348,3,"348_circle0,348_circle11,348_circle1"
408,55,1,348,4,"348_circle0,348_circle11,348_circle1,348_circle2"
512,29,1,348,3,"348_circle11,348_circle1,348_circle2"
394,36,2,"348,414",3,"414_circle1,348_circle11,348_circle1"
419,57,1,348,4,"348_circle5,348_circle11,348_circle1,348_circle2"
527,46,1,348,3,"348_circle8,348_circle11,348_circle1"
443,2,1,348,0,
453,5,1,348,2,"348_circle10,348_circle1"
403,20,1,348,2,"348_circle13,348_circle1"
504,43,1,348,3,"348_circle13,348_circle7,348_circle1"
422,60,2,"348,414",2,"348_circle1,414_circle6"
413,17,1,348,3,"348_circle9,348_circle11,348_circle1"
495,23,1,348,3,"348_circle9,348_circle11,348_circle1"
553,85,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
458,26,1,348,3,"348_circle13,348_circle11,348_circle1"
426,18,1,348,2,"348_circle7,348_circle1"
540,8,1,348,1,348_circle1
470,16,1,348,2,"348_circle13,348_circle1"
519,25,1,348,2,"348_circle13,348_circle1"
511,30,1,348,3,"348_circle11,348_circle1,348_circle2"
556,48,2,"348,414",3,"414_circle1,348_circle11,348_circle1"
558,20,2,"348,414",6,"414_circle1,414_circle2,348_circle11,348_circle13,348_circle1,348_circle4"
372,17,1,348,2,"348_circle13,348_circle1"
392,39,1,348,2,"348_circle11,348_circle1"
445,27,1,348,3,"348_circle9,348_circle11,348_circle1"
417,62,1,348,2,"348_circle11,348_circle1"
490,13,1,348,2,"348_circle8,348_circle1"
464,5,1,348,0,
552,4,1,348,0,
488,28,1,348,3,"348_circle13,348_circle11,348_circle1"
374,68,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
476,6,1,348,2,"348_circle6,348_circle1"
533,6,1,348,3,"348_circle13,348_circle7,348_circle1"
355,39,1,348,2,"348_circle13,348_circle1"
463,43,1,348,5,"348_circle11,348_circle0,348_circle13,348_circle1,348_circle9"
388,38,1,348,4,"348_circle0,348_circle13,348_circle11,348_circle1"
438,71,2,"348,414",4,"348_circle13,348_circle11,348_circle1,414_circle1"
442,12,1,348,1,348_circle1
375,17,1,348,2,"348_circle1,348_circle2"
491,11,1,348,2,"348_circle8,348_circle1"
354,26,1,348,2,"348_circle13,348_circle1"
543,21,1,348,3,"348_circle13,348_circle7,348_circle1"
456,61,1,348,3,"348_circle11,348_circle1,348_circle2"
455,37,1,348,4,"348_circle13,348_circle8,348_circle7,348_circle1"
467,4,1,348,1,348_circle1
572,4,1,348,1,348_circle1
539,22,1,348,1,348_circle1
424,17,1,348,2,"348_circle1,348_circle5"
537,40,1,348,2,"348_circle11,348_circle1"
391,61,2,"348,414",6,"414_circle1,348_circle11,348_circle0,348_circle1,414_circle0,348_circle8"
425,19,1,348,3,"348_circle8,348_circle11,348_circle1"
360,43,1,348,3,"348_circle13,348_circle11,348_circle1"
421,25,1,348,4,"348_circle12,348_circle7,348_circle1,348_circle11"
430,38,1,348,3,"348_circle12,348_circle11,348_circle1"
427,9,2,"348,414",3,"414_circle2,348_circle11,348_circle4"
407,15,1,348,2,"348_circle7,348_circle1"
357,18,1,348,2,"348_circle1,348_circle5"
568,12,1,348,3,"348_circle13,348_circle8,348_circle1"
405,11,1,348,3,"348_circle8,348_circle7,348_circle1"
473,32,1,348,3,"348_circle9,348_circle11,348_circle1"
431,71,2,"348,414",6,"414_circle1,348_circle11,348_circle0,348_circle1,348_circle2,348_circle8"
350,21,1,348,2,"348_circle7,348_circle1"
369,26,1,348,3,"348_circle8,348_circle7,348_circle1"
466,9,1,348,1,348_circle1
429,10,1,348,1,348_circle1
551,17,1,348,2,"348_circle1,348_circle5"
381,12,1,348,2,"348_circle1,348_circle5"
410,15,1,348,2,"348_circle13,348_circle1"
486,16,1,348,2,"348_circle1,348_circle5"
459,10,1,348,2,"348_circle1,348_circle5"
487,33,1,348,2,"348_circle11,348_circle1"
569,15,1,348,3,"348_circle12,348_circle11,348_circle1"
494,23,1,348,3,"348_circle11,348_circle1,348_circle2"
481,27,1,348,2,"348_circle13,348_circle1"
502,11,1,348,2,"348_circle8,348_circle1"
570,35,1,348,4,"348_circle13,348_circle8,348_circle11,348_circle1"
362,19,1,348,3,"348_circle9,348_circle11,348_circle1"
399,8,1,348,1,348_circle6
352,23,1,348,3,"348_circle11,348_circle1,348_circle2"
489,24,1,348,2,"348_circle13,348_circle1"
501,8,1,348,1,348_circle6
564,9,1,348,1,348_circle6
454,3,1,348,1,348_circle6
351,5,1,348,1,348_circle6
435,10,1,348,2,"348_circle1,348_circle5"
437,10,1,348,1,348_circle1
528,13,1,348,2,"348_circle13,348_circle1"
518,19,1,348,2,"348_circle1,348_circle5"
380,11,1,348,2,"348_circle1,348_circle5"
390,6,1,348,3,"348_circle13,348_circle11,348_circle1"
462,19,1,348,3,"348_circle11,348_circle1,348_circle2"
532,10,1,348,1,348_circle1
498,6,1,348,1,348_circle10
509,15,1,348,2,"348_circle1,348_circle5"
554,18,1,348,2,"348_circle1,348_circle5"
449,10,1,348,4,"348_circle13,348_circle8,348_circle7,348_circle1"
541,10,1,348,3,"348_circle13,348_circle8,348_circle1"
415,26,1,348,3,"348_circle9,348_circle11,348_circle1"
571,3,1,348,1,348_circle1
480,7,2,"348,414",3,"348_circle13,348_circle1,348_circle4"
468,2,1,348,1,348_circle10
406,4,1,348,1,348_circle1
505,13,1,348,2,"348_circle1,348_circle5"
433,10,1,348,2,"348_circle7,348_circle1"
478,8,1,348,3,"348_circle3,348_circle8,348_circle1"
349,5,1,348,2,"348_circle3,348_circle1"
535,12,1,348,3,"348_circle9,348_circle11,348_circle1"
385,8,1,348,1,348_circle1
534,8,1,348,3,"348_circle3,348_circle8,348_circle1"
562,5,1,348,2,"348_circle13,348_circle1"
529,9,1,348,1,348_circle1
522,11,1,348,2,"348_circle8,348_circle1"
485,5,1,348,2,"348_circle1,348_circle5"
356,3,1,348,1,348_circle1
411,3,1,348,1,348_circle10
384,4,1,348,0,
393,7,1,348,1,348_circle6
530,4,1,348,2,"348_circle13,348_circle1"
472,5,1,348,1,348_circle1
386,3,1,348,0,
499,3,1,348,1,348_circle1
379,2,1,348,1,348_circle1
401,2,1,348,0,
377,2,1,348,1,348_circle1
383,3,1,348,1,348_circle1
650,22,1,414,1,414_circle4
647,19,1,414,1,414_circle4
614,32,1,414,1,414_circle1
591,46,1,414,1,414_circle1
636,25,1,414,1,414_circle6
630,39,1,414,1,414_circle6
597,22,1,414,2,"414_circle6,414_circle3"
619,26,1,414,1,414_circle6
664,17,1,414,1,414_circle6
666,18,1,414,1,414_circle6
665,18,1,414,1,414_circle4
583,25,1,414,1,414_circle4
633,15,1,414,1,414_circle6
680,27,1,414,1,414_circle6
604,35,1,414,2,"414_circle1,414_circle2"
683,33,1,414,1,414_circle1
609,30,1,414,1,414_circle6
632,22,1,414,1,414_circle4
579,39,1,414,2,"414_circle6,414_circle3"
643,24,1,414,1,414_circle4
681,23,1,414,1,414_circle4
577,22,1,414,1,414_circle4
578,24,1,414,1,414_circle4
663,9,1,414,1,414_circle6
676,18,1,414,1,414_circle1
635,22,1,414,1,414_circle4
671,5,1,414,0,
684,20,1,414,2,"414_circle6,414_circle3"
627,24,1,414,1,414_circle4
589,21,1,414,1,414_circle6
685,17,1,414,1,414_circle6
575,12,1,414,1,414_circle6
623,17,1,414,1,414_circle6
625,21,1,414,1,414_circle6
646,13,1,414,0,
654,33,1,414,1,414_circle6
611,16,1,414,2,"414_circle6,414_circle3"
600,24,1,414,1,414_circle4
582,21,1,414,1,414_circle4
612,15,1,414,1,414_circle6
644,25,1,414,1,414_circle6
588,14,1,414,1,414_circle6
599,23,1,414,1,414_circle4
662,24,1,414,1,414_circle4
645,29,1,414,0,
617,25,1,414,1,414_circle6
678,26,1,414,2,"414_circle5,414_circle6"
640,23,1,414,1,414_circle4
592,41,1,414,2,"414_circle6,414_circle3"
603,18,1,414,2,"414_circle6,414_circle3"
615,24,1,414,1,414_circle4
